Direction,From,To,Time (UTC),Time (local),Message,Profile,Origin path,Is deleted,Label
Incoming,Ashley Carter,Shaun Hawkins,01/11/2025 08:24,01/11/2025 16:24,good night,,,False,normal
Incoming,Lawrence Collins,Julie Kirk,01/16/2025 07:38,01/16/2025 15:38,good night,,,False,normal
Outgoing,Larry Thomas,Jonathan Daniels,01/04/2025 06:17,01/04/2025 14:17,冰毒,,,False,drug
Outgoing,Adam Munoz DVM,Tyler Montoya,01/05/2025 17:29,01/06/2025 01:29,paket,,,False,drug
Outgoing,Andrea Wolf,Jeremy White,01/01/2025 20:51,01/02/2025 04:51,白粉,,,False,drug
Incoming,Jonathan Harrington,Russell Salazar,01/22/2025 04:23,01/22/2025 12:23,exam coming soon,,,False,normal
Incoming,Monica Carpenter,Michael Jensen,01/13/2025 03:58,01/13/2025 11:58,game tonight,,,False,normal
Incoming,Kyle Williams,Jennifer Brown,01/15/2025 06:12,01/15/2025 14:12,on the way,,,False,normal
Incoming,James Reed,Brittney Moore,01/20/2025 09:16,01/20/2025 17:16,how are you?,,,False,normal
Incoming,Angela Roberts,Helen Hudson,01/02/2025 00:37,01/02/2025 08:37,gram,,,False,drug
Outgoing,Anthony Anderson,Paul Velasquez,01/22/2025 03:46,01/22/2025 11:46,apa khabar?,,,False,normal
Incoming,Kelly Griffin,Julia Williams,01/20/2025 10:09,01/20/2025 18:09,football match best,,,False,normal
Incoming,Tonya Johnson,Alexander Miller,01/21/2025 14:59,01/21/2025 22:59,holiday plan,,,False,normal
Outgoing,Mr. Daniel Decker,Colin Woods,01/03/2025 15:43,01/03/2025 23:43,one g,,,False,drug
Incoming,Steven Robinson,Alexis Alexander,01/14/2025 07:31,01/14/2025 15:31,drive safe,,,False,normal
Outgoing,Michael Carter,Lawrence Young,01/03/2025 05:43,01/03/2025 13:43,one g,,,False,drug
Incoming,Christina Valdez,Jason Fletcher,01/11/2025 01:36,01/11/2025 09:36,jalan-jalan,,,False,normal
Outgoing,Lisa Allen,Theresa Gonzalez,01/12/2025 19:20,01/13/2025 03:20,catch up later,,,False,normal
Outgoing,Catherine Lee,Haley Alvarez,01/02/2025 08:38,01/02/2025 16:38,port biasa,,,False,drug
Incoming,Christopher Johnson,Colleen Parker,01/16/2025 01:54,01/16/2025 09:54,holiday plan,,,False,normal
Outgoing,Anthony Smith,Laura Velazquez,01/21/2025 17:57,01/22/2025 01:57,holiday plan,,,False,normal
Incoming,Erin Hodge,Brenda Montgomery,01/17/2025 05:39,01/17/2025 13:39,game tonight,,,False,normal
Outgoing,Jonathan Miller,Gary Kim,01/02/2025 03:33,01/02/2025 11:33,白粉,,,False,drug
Outgoing,Sonya Thornton,Nicholas Franco,01/22/2025 21:41,01/23/2025 05:41,drive safe,,,False,normal
Incoming,Sara Stephens,Dr. Alexis Howe,01/19/2025 09:37,01/19/2025 17:37,apa khabar?,,,False,normal
Outgoing,Judy Sanchez,Elizabeth Garcia,01/07/2025 00:40,01/07/2025 08:40,half g,,,False,drug
Outgoing,Martha Martin,Daniel Gardner,01/16/2025 04:35,01/16/2025 12:35,good night,,,False,normal
Outgoing,Sean Jones,Mrs. Sarah Miles,01/03/2025 10:10,01/03/2025 18:10,line clear,,,False,drug
Outgoing,Jacob Ramirez,Daniel Reed,01/17/2025 17:49,01/18/2025 01:49,catch up later,,,False,normal
Outgoing,Joseph Turner,Valerie Smith,01/18/2025 13:55,01/18/2025 21:55,football match best,,,False,normal
Incoming,Anthony Simon,Victoria Flynn,01/13/2025 02:31,01/13/2025 10:31,drive safe,,,False,normal
Incoming,Mark Thompson,Mr. Thomas Berger PhD,01/05/2025 13:35,01/05/2025 21:35,货 ada,,,False,drug
Outgoing,Jacob Garcia,Samuel Munoz,01/05/2025 05:29,01/05/2025 13:29,line clear,,,False,drug
Incoming,Michelle Mcintyre,Julie Gilmore,01/14/2025 17:20,01/15/2025 01:20,meeting at 3pm,,,False,normal
Incoming,Christy Mcdonald,Jane Michael,01/06/2025 14:16,01/06/2025 22:16,half g,,,False,drug
Incoming,Stephen Tran,Allison Keller,01/03/2025 22:02,01/04/2025 06:02,stuff,,,False,drug
Outgoing,Justin Campbell,Kimberly Davidson,01/14/2025 08:24,01/14/2025 16:24,working late,,,False,normal
Outgoing,Stacey Harris,Yolanda Strickland,01/16/2025 19:40,01/17/2025 03:40,ok see you tomorrow,,,False,normal
Incoming,Alicia Miller,Kaitlyn Mccullough,01/16/2025 13:15,01/16/2025 21:15,on the way,,,False,normal
Incoming,Kenneth Brown,Samantha Montoya,01/16/2025 12:51,01/16/2025 20:51,holiday plan,,,False,normal
Outgoing,Daniel Johnson,Daniel Bryant,01/21/2025 20:31,01/22/2025 04:31,see you at mall,,,False,normal
Outgoing,Vicki Lopez,Angela Johnson,01/17/2025 06:15,01/17/2025 14:15,jalan-jalan,,,False,normal
Outgoing,Ethan Hahn,Christopher Long,01/13/2025 22:04,01/14/2025 06:04,drive safe,,,False,normal
Outgoing,Stephanie Ramsey,James Hamilton,01/14/2025 10:24,01/14/2025 18:24,lunch break,,,False,normal
Outgoing,Felicia Johnston,Raymond Atkins,01/11/2025 20:08,01/12/2025 04:08,assignment siap?,,,False,normal
Incoming,Allison Eaton,Gregory Adams,01/13/2025 00:23,01/13/2025 08:23,holiday plan,,,False,normal
Outgoing,Lindsey Caldwell,Robert Shaw,01/20/2025 04:35,01/20/2025 12:35,football match best,,,False,normal
Incoming,Kathryn Palmer,Theresa Owens,01/11/2025 09:12,01/11/2025 17:12,family dinner,,,False,normal
Outgoing,Laura Pollard,Carl Reed,01/22/2025 01:35,01/22/2025 09:35,jalan-jalan,,,False,normal
Incoming,Jeremiah Foster,Ann Smith,01/16/2025 06:12,01/16/2025 14:12,exam coming soon,,,False,normal
Incoming,Joseph Ramirez,Michael Zamora,01/21/2025 14:20,01/21/2025 22:20,exam coming soon,,,False,normal
Incoming,Michelle Hill,William Hendricks,01/11/2025 07:32,01/11/2025 15:32,jalan-jalan,,,False,normal
Outgoing,Luis Odonnell,Thomas Lewis,01/10/2025 00:34,01/10/2025 08:34,stuff,,,False,drug
Incoming,Cody Ryan,Stephen Watson,01/17/2025 01:58,01/17/2025 09:58,football match best,,,False,normal
Incoming,Lorraine Blevins,Sarah Mcdonald,01/01/2025 18:06,01/02/2025 02:06,ubat kuat,,,False,drug
Incoming,Katherine Marquez,Stephanie Anderson,01/17/2025 05:23,01/17/2025 13:23,holiday plan,,,False,normal
Incoming,Daniel Keller,Sarah Washington,01/14/2025 15:15,01/14/2025 23:15,drive safe,,,False,normal
Incoming,Sara Huff,Johnny Graham,01/20/2025 01:30,01/20/2025 09:30,jalan-jalan,,,False,normal
Incoming,Amanda Bright,Tonya Fuller,01/11/2025 14:13,01/11/2025 22:13,how are you?,,,False,normal
Outgoing,Michael Henderson,Timothy Palmer,01/12/2025 03:05,01/12/2025 11:05,family dinner,,,False,normal
Incoming,Sean Le,Samuel Johnson,01/10/2025 02:43,01/10/2025 10:43,pil kuda,,,False,drug
Incoming,Charlene Davis,Ian Wiggins,01/13/2025 10:21,01/13/2025 18:21,drive safe,,,False,normal
Outgoing,Jonathan Chambers,Courtney Dickson,01/19/2025 03:07,01/19/2025 11:07,shopping,,,False,normal
Incoming,Jennifer Moore,Pamela Ball,01/22/2025 00:26,01/22/2025 08:26,good night,,,False,normal
Outgoing,Crystal Zuniga,Brittney Perez,01/02/2025 06:13,01/02/2025 14:13,line clear,,,False,drug
Incoming,Jimmy Khan,Matthew Heath,01/10/2025 09:27,01/10/2025 17:27,holiday plan,,,False,normal
Incoming,Leslie Johnson,Chris Diaz,01/13/2025 00:08,01/13/2025 08:08,jom makan,,,False,normal
Outgoing,Brittany Love,Brandon Cole,01/19/2025 15:18,01/19/2025 23:18,lunch break,,,False,normal
Incoming,Robert Williams,Brandon Hurst,01/01/2025 17:49,01/02/2025 01:49,one g,,,False,drug
Incoming,Katherine Gould,Krystal Glass,01/21/2025 21:41,01/22/2025 05:41,assignment siap?,,,False,normal
Incoming,Rebecca Ortiz,Dr. Megan Tran,01/20/2025 13:45,01/20/2025 21:45,game tonight,,,False,normal
Incoming,Robert Fry,Renee Floyd,01/09/2025 03:06,01/09/2025 11:06,port biasa,,,False,drug
Outgoing,Kimberly Wang,Renee Williams,01/18/2025 03:06,01/18/2025 11:06,family dinner,,,False,normal
Outgoing,Haley Evans,Jesse Rodriguez,01/16/2025 09:23,01/16/2025 17:23,jalan-jalan,,,False,normal
Outgoing,Jose Nguyen,Travis Davis,01/06/2025 19:25,01/07/2025 03:25,货 ready,,,False,drug
Incoming,Thomas Hansen,Wesley Johnson,01/21/2025 00:31,01/21/2025 08:31,lunch break,,,False,normal
Outgoing,Emily Johnson,Steven Mcgee,01/08/2025 16:34,01/09/2025 00:34,ambil barang,,,False,drug
Incoming,Courtney Cabrera,Amanda Park,01/14/2025 00:46,01/14/2025 08:46,how are you?,,,False,normal
Outgoing,Sharon Schmidt,Michelle Rosario,01/11/2025 09:42,01/11/2025 17:42,family dinner,,,False,normal
Outgoing,Stephen Sellers,Dylan Martin,01/16/2025 12:18,01/16/2025 20:18,jalan-jalan,,,False,normal
Incoming,Jillian Hicks,Ashley Rivas,01/04/2025 13:17,01/04/2025 21:17,budak hantar,,,False,drug
Incoming,Renee Dalton,Steven Thomas,01/02/2025 03:02,01/02/2025 11:02,barang ori,,,False,drug
Outgoing,Laura Smith,Eric Valdez,01/01/2025 13:03,01/01/2025 21:03,syabu,,,False,drug
Outgoing,Lisa Olson,Stephanie Mcclure,01/12/2025 18:37,01/13/2025 02:37,drive safe,,,False,normal
Incoming,David Long,Jose White,01/21/2025 04:48,01/21/2025 12:48,exam coming soon,,,False,normal
Outgoing,Deborah Roberson,William Schultz,01/11/2025 13:16,01/11/2025 21:16,meeting at 3pm,,,False,normal
Incoming,Dr. Kevin Leach,Aaron Hernandez,01/10/2025 20:58,01/11/2025 04:58,meeting at 3pm,,,False,normal
Incoming,Brenda Phillips,Shawn Hahn,01/12/2025 02:37,01/12/2025 10:37,meeting at 3pm,,,False,normal
Outgoing,Joseph Villarreal,Todd Campbell,01/02/2025 17:46,01/03/2025 01:46,stuff,,,False,drug
Outgoing,Dana Rivera,Wendy Alvarez,01/21/2025 19:56,01/22/2025 03:56,apa khabar?,,,False,normal
Incoming,Amanda Mejia,Ryan Gonzalez,01/02/2025 15:44,01/02/2025 23:44,check line,,,False,drug
Outgoing,Katherine Fox,Suzanne Clark,01/10/2025 00:11,01/10/2025 08:11,货 ready,,,False,drug
Incoming,Michael Rocha,Meagan Wright,01/06/2025 11:32,01/06/2025 19:32,冰毒,,,False,drug
Outgoing,James Whitaker,Karen Irwin MD,01/07/2025 05:32,01/07/2025 13:32,ubat kuat,,,False,drug
Outgoing,Aaron Solis,Ricky Fitzpatrick,01/13/2025 16:28,01/14/2025 00:28,see you at mall,,,False,normal
Outgoing,Mrs. Sharon Howard,Lauren Mullins,01/14/2025 16:21,01/15/2025 00:21,on the way,,,False,normal
Incoming,Zachary Velazquez,Leslie Mclaughlin,01/04/2025 06:38,01/04/2025 14:38,syabu,,,False,drug
Incoming,Amanda Olson,Gerald Jones,01/10/2025 07:27,01/10/2025 15:27,family dinner,,,False,normal
Outgoing,Joshua Tran,Katrina Sheppard,01/09/2025 09:31,01/09/2025 17:31,stuff,,,False,drug
Outgoing,Kimberly Rivera,Justin Juarez,01/10/2025 18:08,01/11/2025 02:08,later go movie,,,False,normal
Outgoing,Virginia Sullivan,Dr. David Vasquez,01/16/2025 01:29,01/16/2025 09:29,working late,,,False,normal
Incoming,Scott Aguirre,John Oneal,01/02/2025 22:58,01/03/2025 06:58,stuff,,,False,drug
Outgoing,Ian Juarez,Hector Bradshaw,01/10/2025 00:47,01/10/2025 08:47,ambil barang,,,False,drug
Outgoing,Catherine Stark,Jonathon May,01/13/2025 16:37,01/14/2025 00:37,exam coming soon,,,False,normal
Outgoing,Scott Steele,Sharon Lamb,01/21/2025 10:33,01/21/2025 18:33,drive safe,,,False,normal
Incoming,Joseph Hernandez,Veronica Turner,01/19/2025 07:12,01/19/2025 15:12,how are you?,,,False,normal
Outgoing,Allen Horn,Kelly Hardin,01/16/2025 00:25,01/16/2025 08:25,family dinner,,,False,normal
Incoming,Rebecca Berry,Daniel Hill,01/22/2025 06:11,01/22/2025 14:11,meeting at 3pm,,,False,normal
Incoming,Amy Mckinney,Tara Bullock,01/14/2025 02:39,01/14/2025 10:39,how are you?,,,False,normal
Outgoing,Tiffany Medina,Gary Oneal,01/14/2025 09:18,01/14/2025 17:18,good night,,,False,normal
Incoming,Jacob Carey,Christine Perkins,01/18/2025 23:59,01/19/2025 07:59,shopping,,,False,normal
Outgoing,Roy Marshall,Patricia Reid DVM,01/09/2025 18:38,01/10/2025 02:38,冰毒,,,False,drug
Outgoing,Katherine Brown,Shawn Lopez,01/20/2025 19:35,01/21/2025 03:35,jalan-jalan,,,False,normal
Outgoing,Gerald Mason,Nancy Malone,01/01/2025 14:43,01/01/2025 22:43,smoke,,,False,drug
Outgoing,Brandon Weaver,James Cook,01/09/2025 07:21,01/09/2025 15:21,one g,,,False,drug
Outgoing,Kevin Lynch,William Rivera,01/09/2025 19:58,01/10/2025 03:58,port biasa,,,False,drug
Outgoing,Brittany Ryan,Keith Turner,01/22/2025 08:44,01/22/2025 16:44,catch up later,,,False,normal
Incoming,Mrs. Doris Martinez,Anthony Collins,01/17/2025 17:01,01/18/2025 01:01,good night,,,False,normal
Incoming,Ryan Pugh,Tonya Wallace,01/07/2025 18:51,01/08/2025 02:51,货 ready,,,False,drug
Incoming,Angela Ellis,Gregory Brown,01/10/2025 01:02,01/10/2025 09:02,ubat kuat,,,False,drug
Outgoing,Kyle Mullen,Joe Williams,01/06/2025 17:46,01/07/2025 01:46,gram,,,False,drug
Incoming,Cassandra Carter,Jessica Alvarez,01/01/2025 15:08,01/01/2025 23:08,rehab tak?,,,False,drug
Outgoing,Parker Compton,Charles Johnson,01/15/2025 08:25,01/15/2025 16:25,family dinner,,,False,normal
Outgoing,Veronica Ayers,Jason Carter,01/03/2025 07:33,01/03/2025 15:33,port biasa,,,False,drug
Outgoing,Morgan Weaver,Kevin Jackson,01/13/2025 15:21,01/13/2025 23:21,family dinner,,,False,normal
Outgoing,James Bridges,Karl Harris,01/04/2025 22:29,01/05/2025 06:29,ambil barang,,,False,drug
Incoming,Kelly Chung,Matthew Boyer,01/15/2025 01:06,01/15/2025 09:06,see you at mall,,,False,normal
Incoming,Amber Hopkins,Allison Stone,01/11/2025 09:53,01/11/2025 17:53,how are you?,,,False,normal
Outgoing,Stacy Bennett,Nicole Lawson,01/20/2025 18:06,01/21/2025 02:06,see you at mall,,,False,normal
Incoming,Hayden Hall,Robert Combs,01/21/2025 10:14,01/21/2025 18:14,family dinner,,,False,normal
Outgoing,Victoria Bennett,Nathan Clark,01/05/2025 15:04,01/05/2025 23:04,冰毒,,,False,drug
Outgoing,Meredith Davis,Shane Taylor,01/06/2025 14:34,01/06/2025 22:34,ambil barang,,,False,drug
Outgoing,Walter Davis,James Goodman,01/18/2025 15:00,01/18/2025 23:00,drive safe,,,False,normal
Incoming,Lori Hudson,David Nunez,01/04/2025 16:33,01/05/2025 00:33,budak hantar,,,False,drug
Outgoing,Robert Roman,Michael Rose,01/04/2025 17:17,01/05/2025 01:17,白粉,,,False,drug
Outgoing,Sierra Luna,Bradley Robbins,01/14/2025 14:05,01/14/2025 22:05,lunch break,,,False,normal
Incoming,Kimberly Chen,Angelica Sullivan,01/13/2025 18:30,01/14/2025 02:30,see you at mall,,,False,normal
Incoming,Gary Castro,Clarence Price,01/14/2025 21:04,01/15/2025 05:04,shopping,,,False,normal
Outgoing,Julia Foster,Jennifer Simpson,01/06/2025 15:11,01/06/2025 23:11,gram,,,False,drug
Incoming,Paul Moore,William Bailey,01/18/2025 08:52,01/18/2025 16:52,football match best,,,False,normal
Incoming,Joe Williams,David Gordon,01/11/2025 16:22,01/12/2025 00:22,meeting at 3pm,,,False,normal
Incoming,Shari Anthony,Anthony Obrien,01/17/2025 00:12,01/17/2025 08:12,on the way,,,False,normal
Incoming,Brian Mills,Dr. Aaron Delgado,01/10/2025 01:49,01/10/2025 09:49,smoke,,,False,drug
Outgoing,Mr. Thomas Harris,Victor Leon,01/02/2025 14:38,01/02/2025 22:38,barang ori,,,False,drug
Outgoing,Maria Gonzalez,Tammy Harrington,01/13/2025 08:13,01/13/2025 16:13,how are you?,,,False,normal
Incoming,Justin King,Joel Smith,01/16/2025 01:32,01/16/2025 09:32,ok see you tomorrow,,,False,normal
Outgoing,Susan Reeves,Yvonne Smith,01/09/2025 09:16,01/09/2025 17:16,货 ada,,,False,drug
Incoming,Marissa Berry,Caitlin Griffin,01/07/2025 23:25,01/08/2025 07:25,budak hantar,,,False,drug
Outgoing,Lisa Beard,Phillip Moore,01/12/2025 10:40,01/12/2025 18:40,jalan-jalan,,,False,normal
Incoming,Chloe Hodge,Ivan Hernandez,01/14/2025 18:02,01/15/2025 02:02,how are you?,,,False,normal
Outgoing,Elizabeth Delgado,Roger Marshall,01/20/2025 10:31,01/20/2025 18:31,holiday plan,,,False,normal
Outgoing,Paul Davis,Jesse Jones,01/03/2025 23:41,01/04/2025 07:41,port biasa,,,False,drug
Incoming,Mrs. Samantha Stark,Jason Crawford,01/17/2025 03:00,01/17/2025 11:00,ok see you tomorrow,,,False,normal
Incoming,Donald Lloyd,Kelli Weaver,01/08/2025 05:19,01/08/2025 13:19,ambil barang,,,False,drug
Incoming,Melissa Leon,Stephen Williams,01/08/2025 03:46,01/08/2025 11:46,budak hantar,,,False,drug
Outgoing,Zachary Smith,Dustin Butler,01/15/2025 14:28,01/15/2025 22:28,family dinner,,,False,normal
Outgoing,Craig Evans,Nicholas Gallagher,01/21/2025 16:33,01/22/2025 00:33,apa khabar?,,,False,normal
Incoming,Chloe Gill,Mary Washington,01/11/2025 06:28,01/11/2025 14:28,holiday plan,,,False,normal
Outgoing,Eric Thomas,Ian Galvan,01/21/2025 18:18,01/22/2025 02:18,shopping,,,False,normal
Outgoing,Mary Cuevas,Joseph Crawford,01/15/2025 00:48,01/15/2025 08:48,apa khabar?,,,False,normal
Outgoing,Linda Johnson,Max Thomas,01/02/2025 11:37,01/02/2025 19:37,白粉,,,False,drug
Outgoing,Samantha Morgan,Michelle Rivera,01/12/2025 05:22,01/12/2025 13:22,meeting at 3pm,,,False,normal
Outgoing,Christopher Jones,Daniel Munoz,01/10/2025 02:13,01/10/2025 10:13,budak hantar,,,False,drug
Outgoing,Anthony Simpson,Edward Stone,01/04/2025 08:01,01/04/2025 16:01,火,,,False,drug
Incoming,Alex Roberts,Aaron Archer,01/07/2025 21:48,01/08/2025 05:48,paket,,,False,drug
Outgoing,Meagan Lindsey,Nathan Dixon,01/12/2025 21:36,01/13/2025 05:36,jalan-jalan,,,False,normal
Outgoing,Jill Brown,Jason Booth,01/13/2025 15:49,01/13/2025 23:49,exam coming soon,,,False,normal
Incoming,Kristi Hill,Joe Davenport,01/05/2025 04:27,01/05/2025 12:27,ice,,,False,drug
Outgoing,John Goodwin,William Mccarthy,01/18/2025 17:30,01/19/2025 01:30,jom makan,,,False,normal
Outgoing,Derek Hill,Ann Evans,01/21/2025 22:27,01/22/2025 06:27,lunch break,,,False,normal
Outgoing,Jeanne Simpson,John Smith,01/10/2025 18:36,01/11/2025 02:36,shopping,,,False,normal
Incoming,Leonard Rich,Christina Stuart,01/04/2025 04:04,01/04/2025 12:04,ambil barang,,,False,drug
Outgoing,Michelle Brown,Edward Lutz,01/10/2025 09:52,01/10/2025 17:52,jalan-jalan,,,False,normal
Outgoing,Margaret Tucker,Crystal Smith,01/14/2025 14:25,01/14/2025 22:25,lunch break,,,False,normal
Outgoing,Ryan Cameron,Kristina Rivera,01/02/2025 04:36,01/02/2025 12:36,half g,,,False,drug
Outgoing,Justin Bishop,Adrian Wright,01/20/2025 06:09,01/20/2025 14:09,later go movie,,,False,normal
Outgoing,Anthony Harris,Gregory Washington,01/21/2025 20:17,01/22/2025 04:17,good night,,,False,normal
Incoming,Paige Harvey,Terry Brandt,01/02/2025 05:32,01/02/2025 13:32,火,,,False,drug
Incoming,Sharon Young,Samuel Evans,01/08/2025 22:29,01/09/2025 06:29,half g,,,False,drug
Incoming,William Lyons,Gregory Perez,01/19/2025 00:35,01/19/2025 08:35,drive safe,,,False,normal
Incoming,Amy Salazar,Carol Meadows,01/06/2025 23:29,01/07/2025 07:29,ubat kuat,,,False,drug
Incoming,Gabriel Hall,Kelly Dunn,01/07/2025 13:40,01/07/2025 21:40,rehab tak?,,,False,drug
Outgoing,Nicholas Blair,Tyrone Tucker,01/06/2025 17:13,01/07/2025 01:13,白粉,,,False,drug
Outgoing,Michelle King,Jonathan Taylor,01/19/2025 14:54,01/19/2025 22:54,jom makan,,,False,normal
Outgoing,Kevin Gomez,Jocelyn Willis DDS,01/16/2025 18:00,01/17/2025 02:00,apa khabar?,,,False,normal
Outgoing,Christopher King,Robert Rodriguez,01/11/2025 16:51,01/12/2025 00:51,ok see you tomorrow,,,False,normal
Outgoing,Natalie White,Alicia Kirk,01/02/2025 18:01,01/03/2025 02:01,budak hantar,,,False,drug
Incoming,Melissa Salazar,Donald Hernandez,01/10/2025 16:12,01/11/2025 00:12,football match best,,,False,normal
Outgoing,Derrick Williams,Ryan Moore,01/11/2025 07:55,01/11/2025 15:55,on the way,,,False,normal
Outgoing,Donna Stewart,James Hamilton,01/12/2025 13:17,01/12/2025 21:17,exam coming soon,,,False,normal
Outgoing,Jared Perez,Monica Williams,01/08/2025 13:04,01/08/2025 21:04,pil kuda,,,False,drug
Outgoing,Heather Murphy,Tiffany Rivera,01/06/2025 12:35,01/06/2025 20:35,rehab tak?,,,False,drug
Outgoing,Kristopher Orr,Justin Phillips,01/05/2025 00:57,01/05/2025 08:57,ice,,,False,drug
Incoming,Ryan Dixon,Sara Schneider,01/07/2025 06:33,01/07/2025 14:33,ambil barang,,,False,drug
Outgoing,Christian Estes,Cynthia Cantrell,01/21/2025 13:42,01/21/2025 21:42,holiday plan,,,False,normal
Outgoing,Anthony Johnson,Monique Mccormick,01/18/2025 22:32,01/19/2025 06:32,see you at mall,,,False,normal
Outgoing,Alicia Clark,Phillip Reid,01/07/2025 03:45,01/07/2025 11:45,one g,,,False,drug
Incoming,Derek Ramirez,Melissa Yates,01/11/2025 04:19,01/11/2025 12:19,exam coming soon,,,False,normal
Incoming,Adam Blake,Brooke Young,01/03/2025 12:59,01/03/2025 20:59,one g,,,False,drug
Outgoing,Samantha Golden,Amber Sutton,01/09/2025 23:59,01/10/2025 07:59,白粉,,,False,drug
Outgoing,Stephanie Robinson DDS,Joseph Myers,01/04/2025 10:43,01/04/2025 18:43,port biasa,,,False,drug
Incoming,Gregory Bailey,Rebecca Cobb,01/21/2025 10:56,01/21/2025 18:56,on the way,,,False,normal
Incoming,Veronica Fisher,Desiree Wolfe,01/20/2025 07:51,01/20/2025 15:51,working late,,,False,normal
Outgoing,Jason Lee,Justin Gamble,01/15/2025 12:00,01/15/2025 20:00,how are you?,,,False,normal
Incoming,Matthew Williamson,Denise Wheeler,01/19/2025 12:28,01/19/2025 20:28,good night,,,False,normal
Incoming,Amy Wheeler,Thomas Bates,01/02/2025 20:11,01/03/2025 04:11,paket,,,False,drug
Outgoing,Anthony Burns,Brian Murphy,01/14/2025 00:39,01/14/2025 08:39,later go movie,,,False,normal
Incoming,Matthew Bolton,Ryan Cantrell,01/18/2025 22:14,01/19/2025 06:14,on the way,,,False,normal
Incoming,Brian Snow,Randall Sanchez,01/05/2025 02:24,01/05/2025 10:24,冰毒,,,False,drug
Incoming,Kaitlyn Ford,Nicole Robinson,01/05/2025 22:39,01/06/2025 06:39,line clear,,,False,drug
Outgoing,Beth Henderson,Anthony Fischer,01/17/2025 12:38,01/17/2025 20:38,game tonight,,,False,normal
Outgoing,Kylie Galloway,Candice Greer,01/19/2025 21:29,01/20/2025 05:29,catch up later,,,False,normal
Outgoing,Antonio Beck,Hayley Sampson,01/14/2025 08:01,01/14/2025 16:01,jom makan,,,False,normal
Incoming,Anthony Collins,Jennifer Martin,01/06/2025 08:49,01/06/2025 16:49,stuff,,,False,drug
Outgoing,Michael Lowe,Stephen Richardson,01/04/2025 22:51,01/05/2025 06:51,gram,,,False,drug
Incoming,Dawn Murray,Karen Wilson,01/02/2025 03:23,01/02/2025 11:23,货 ready,,,False,drug
